orden_detalle_id,orden_id,producto_id,cantidad,precio_unit
b880a8d5-80e5-4e40-8c6e-5a0ba2ab2e6d,562ba65a-26fa-4c2c-b106-07707386e418,470e7b75-9e2a-4bd3-977e-7500a5b4c651,2,21.11
f6a8dad0-1ab1-45db-bea7-71b52e2ed4b9,562ba65a-26fa-4c2c-b106-07707386e418,15ee022d-2f44-419c-bba8-55bf843a8bf6,1,182.92
3bf3e13f-34a1-4b77-a809-a70b2ea021f2,562ba65a-26fa-4c2c-b106-07707386e418,31ab89af-c736-4245-be63-76783a8919ee,2,269.05
fb6a750c-ac80-4ae3-b845-431396c95ac2,562ba65a-26fa-4c2c-b106-07707386e418,244238c0-fb7f-4215-8b9f-568c6cd85366,1,276.63
4b970f12-34c0-4a02-be05-6ce46084d5c2,562ba65a-26fa-4c2c-b106-07707386e418,62b258e3-3f0a-44b1-b41c-16483b057ce7,3,88.98
8b43eccd-394e-47b6-8a7b-28e933504a0f,349a348f-de0c-407d-bdfb-86939a0b500c,93a36aff-d5de-45ce-9aff-984ab7767256,5,122581.61
e79dc7fb-552c-48ed-a997-ead413aeb92e,349a348f-de0c-407d-bdfb-86939a0b500c,4e0a8496-62a7-4077-be6f-140c81e295de,4,55404.52
0da736d0-fb14-4d12-a76b-cf848a9144ae,349a348f-de0c-407d-bdfb-86939a0b500c,241a961a-2511-4159-87ae-09b9f697c1a1,3,124546.61
68eddd2d-4f3d-4e18-9106-8b5759c4d9f0,349a348f-de0c-407d-bdfb-86939a0b500c,b47a8638-e356-4459-ba6b-bbb2956dc7b6,1,51893.53
94b5e05e-de85-4d4c-9228-bf8bf7a5eaee,349a348f-de0c-407d-bdfb-86939a0b500c,c7f90615-4261-4937-9bee-4f5465aaf6fb,1,76183.88
8ea53455-a0ab-4e00-8260-0bad02c409a4,3663dc20-65aa-4162-bcff-a6f93b0127ec,749c02c1-d17e-4021-ad1d-486df4d06525,2,107335.31
1f2d4a5c-67bc-40e9-bbb6-6bd8c1dadc0c,3663dc20-65aa-4162-bcff-a6f93b0127ec,6c26fcc6-78dc-4cd2-add4-a72403d637be,5,27537.54
66a23592-e15c-4d57-8ced-5eab9c525aeb,f3d8abc2-36e1-4d31-b8b3-65473cc23cbc,2c4a818a-41c5-4599-bdb0-5152c7bc5e06,3,86.25
48046a81-fb07-40ae-be57-d81d21927c01,2904f7dd-6ade-4e5b-93a6-e981b487d614,4db7661b-93e2-4789-a5b6-bb6d405670c0,2,119282.02
02db137c-69f0-41ce-8894-9edd455f4890,2904f7dd-6ade-4e5b-93a6-e981b487d614,947b6f72-7f54-4e89-a491-90c7555e8f98,2,61204.12
5addadf1-16b9-4a83-8384-7076d53f9956,2904f7dd-6ade-4e5b-93a6-e981b487d614,d848c524-5134-4dbe-8170-c29db8d2693b,3,86579.43
2bc70181-b2bb-4a21-bc7b-2ffbb61b5722,85960667-ed39-4929-9ccc-9dccfb55b3b0,0cab675e-5b43-4c18-ad46-726062d1ef0b,4,204.26
3e0d990d-58c4-4f98-be10-e71727fe4954,85960667-ed39-4929-9ccc-9dccfb55b3b0,4c066f2b-10e9-4a2a-80e9-92217ae34793,3,297.29
0f96156b-4fb5-4b74-90b5-f02bfa298bda,ad6efdbf-007d-4ad4-ac80-2580c5e54f89,d28fd92e-d3d6-4288-b38b-ef05f806d3b6,5,195.67
5dd7004e-8f42-4b98-b685-84d3b2dfb0a5,db409800-b8e7-42dd-9e91-875d78fb61cd,54a468dd-8f4c-43c4-9a48-b76660ce511b,4,188.64
b4b3f481-770e-4c8b-92bd-3a66b082a7b4,db409800-b8e7-42dd-9e91-875d78fb61cd,8ed1d471-7472-4ac5-a070-6326ca461cce,3,72.13
aa8192f7-f085-4c42-b491-926d2ed0984d,db409800-b8e7-42dd-9e91-875d78fb61cd,42afbf2c-bf84-489f-b143-5f3925dca51b,2,262.32
291d1d5f-727d-4e86-b84e-f1993468f898,db409800-b8e7-42dd-9e91-875d78fb61cd,08523812-c243-43b4-a2ff-61164e2fe0b7,4,129.78
0cd4804e-c62d-489f-9de6-0c0449d30b8f,288a4722-f94b-48d5-a615-2c2816999026,2bea8dfe-b9d6-4e48-a990-05fbfe8d362a,5,9.59
9e6f0972-a16b-433f-b506-9e78f2033580,0fa795d0-c18d-4171-b85c-b82f29c264b5,c5f9b2d4-1e5b-4bcf-aef6-ed37593a9629,5,16492.71
577f5d21-4d9c-4d21-8e66-db91956cac91,0fa795d0-c18d-4171-b85c-b82f29c264b5,9c1b752e-8be2-47c8-92ea-01648b746a86,1,103870.7
8a162e3e-11b3-4ce2-be6a-d6c9e90669e2,5eadbeaf-5a14-4bcf-9101-3a864b29d02f,f3263800-b220-4ece-9090-b0497fb47969,4,61474.83
e16f8795-d044-4533-a2b3-f1997d2b9a65,5eadbeaf-5a14-4bcf-9101-3a864b29d02f,9ba35d2a-ae4d-4930-967b-699f3bc156e1,1,143397.97
4a8d6a2b-caa2-4492-9def-99e76aeeecf8,5eadbeaf-5a14-4bcf-9101-3a864b29d02f,252ed971-d5ae-4198-bd86-d84cdb7e2331,4,85913.89
a8e9ea34-e436-423e-b405-cd773b513930,630f94fc-a0a9-4ab8-a999-0de4722ccc51,2d7494b2-7a13-4cf5-9ba8-b617272d53a9,2,23235.88
e57c5737-f37f-4de9-bc5b-1fdda7e5189e,630f94fc-a0a9-4ab8-a999-0de4722ccc51,d1e40eaf-1b8e-4044-a937-f1c2d4821733,4,77608.03
a83a95c4-0fa3-4059-9b25-88778221d295,630f94fc-a0a9-4ab8-a999-0de4722ccc51,7b41331f-1ced-495f-8593-5cbd4080b39f,5,34178.92
8309df9e-1eb5-4b16-a5f7-84b2238c74a7,630f94fc-a0a9-4ab8-a999-0de4722ccc51,1133e40f-9339-4834-af2d-c5c341bc2da2,2,137753.38
7867808b-1f22-4f6f-a4ed-d571bc028380,630f94fc-a0a9-4ab8-a999-0de4722ccc51,deb6654d-252b-4fca-bbda-074f2073633c,1,39994.49
58a76c14-e96b-4d47-9c8c-d3944f990d9b,6422e84b-64d4-4689-b43a-40ed75053f44,fd2cf2aa-76ec-4df2-8199-d0af78a50f33,3,142.35
93e1c80b-7be5-41d4-9088-fee2ffa8a678,6422e84b-64d4-4689-b43a-40ed75053f44,a5baa364-36dc-4f55-9b83-e773f5005396,2,282.03
247a14e7-fb0c-4efc-9f19-57f7b7b5a29d,6422e84b-64d4-4689-b43a-40ed75053f44,31f2c9a2-7c4b-4041-882e-3332c5ac62d9,2,24.77
c50d4361-6f0e-472b-9844-3dca7b1cfcba,e0396b02-b41e-49c3-baf8-0044dc79a665,32b0d82b-e3ee-4653-a6d6-99602db89afd,1,43215.87
29c1eb08-d3c7-407d-9c6c-bcab9ff7d3a7,e0396b02-b41e-49c3-baf8-0044dc79a665,c4dc440f-6a2a-470b-b964-98104215dcfe,3,67290.8
9bd7cedd-4060-4656-b70c-046ee863de08,e0396b02-b41e-49c3-baf8-0044dc79a665,c7f90615-4261-4937-9bee-4f5465aaf6fb,2,91173.95
740d61cc-c255-4dac-a789-e181bdc35845,e0396b02-b41e-49c3-baf8-0044dc79a665,c7f90615-4261-4937-9bee-4f5465aaf6fb,3,115655.05
c4491c28-79d9-4e09-8c70-71cea439dfeb,b16c4528-3394-4d04-af14-2875d84e0549,b47a8638-e356-4459-ba6b-bbb2956dc7b6,3,5445.2
551ad686-95df-46c7-bdeb-035b77f80897,b16c4528-3394-4d04-af14-2875d84e0549,58bedd4e-1999-4dac-b84c-f75aa2b68545,3,102943.83
3a30f61d-fc1e-465d-8a16-bfac0927dd88,6c8df24e-d7f0-40df-bf2c-83eb0b12785a,aa32a4d3-c442-42dc-ace3-8fdecf31cb05,4,19921.32
18e2bcd8-3690-4b48-8011-e0c9c32716f1,6c8df24e-d7f0-40df-bf2c-83eb0b12785a,ff73182b-176a-420f-b3e4-3ef5502c427f,3,136179.28
6b7916e2-e1ed-4dd4-90af-6abf4b261780,6c8df24e-d7f0-40df-bf2c-83eb0b12785a,9c96250b-1030-4282-b62f-2586d2f673c0,5,28185.76
50e6b239-f870-47e1-8b16-d7316846f7fe,7b2c0480-7e32-40a7-9e0d-4f0c65e29d79,a8544df0-aa06-422c-9e0e-acd9fad2acf1,4,132.19
6e218b3b-1a3f-4ccb-9916-4b1b15bbe788,91aa6d32-1a50-4c83-9689-728f67144f99,13dfb71e-b221-490b-ae3f-58b59c32a5a6,1,119876.62
680867ad-b0b6-4bae-b41c-656b01d2247b,91aa6d32-1a50-4c83-9689-728f67144f99,8b51177f-a3cc-4ce8-b60f-aeea75433948,2,37916.52
7ccbd9a7-60de-4f7b-82aa-c412711a21dc,91aa6d32-1a50-4c83-9689-728f67144f99,7b062fb9-40bb-434a-b0cb-1a0cd948391b,1,3008.05
daa316db-d413-4f62-8780-34a785c6f880,91aa6d32-1a50-4c83-9689-728f67144f99,adfce345-94fa-473b-949e-37b5335ef4ab,3,62043.39
899bcfae-512a-4529-b0ba-804d4e886731,91aa6d32-1a50-4c83-9689-728f67144f99,8c492d8c-d88b-4761-bd31-ea1c59a70e2a,2,84722.8
ade90739-22a4-4d91-bcd1-10de23dbdfad,5bd5dff7-b574-46b4-abbf-bd5c946f9ec6,15ee022d-2f44-419c-bba8-55bf843a8bf6,3,92015.27
7791ceda-7fbc-4134-8928-5fd86bd718bd,9f98876b-0aa8-4cce-8ef4-6365c6380762,cb996954-32f5-4671-a9f0-0dc8bafb7c5d,3,50.42
e9115d28-f43a-4b9a-9a01-7d7ae9753495,9f98876b-0aa8-4cce-8ef4-6365c6380762,bdf61d2b-dce1-4d9e-9dad-c3522256d673,4,143.01
3b676ada-c751-4701-aad8-f35ac2daa198,9f98876b-0aa8-4cce-8ef4-6365c6380762,cb996954-32f5-4671-a9f0-0dc8bafb7c5d,1,68.29
7caf8942-2b70-436f-b469-e6e5585fa8b4,9f98876b-0aa8-4cce-8ef4-6365c6380762,7d5e427d-b9d8-4fd3-ba72-f7cb2e5e5750,1,119.2
effe9c06-bad7-48b0-9bce-1573443bdb1e,d999f4d1-99c0-4f91-b04a-54b28b3e75aa,4c066f2b-10e9-4a2a-80e9-92217ae34793,5,67717.21
06b3a3d0-4e4b-45eb-9191-813453e3005d,d999f4d1-99c0-4f91-b04a-54b28b3e75aa,ab47863a-b396-4018-8d17-59dbb48c9cd3,3,120154.55
6fd390d5-125a-4822-b332-62af5950afa9,d999f4d1-99c0-4f91-b04a-54b28b3e75aa,a61ca7f3-9ad1-4783-b565-65bc151b2bbc,4,41390.09
8102ef29-2696-4fa4-ae15-068a0a9735e2,852cedf6-0c31-4da8-86c4-2cc8f65ca2ea,ea44d4f3-cc15-47b1-9504-393dc00dc73c,5,146.26
55e1aa3a-879e-4759-a966-271e6bf2909d,852cedf6-0c31-4da8-86c4-2cc8f65ca2ea,88b96d89-8eaa-4d54-937b-13646ed39646,2,135.01
bf8b6ff2-7902-41d0-8908-4ee9454f5705,852cedf6-0c31-4da8-86c4-2cc8f65ca2ea,f3263800-b220-4ece-9090-b0497fb47969,1,78.23
57df8027-16c4-4a5b-adb3-b227e9abd0ed,852cedf6-0c31-4da8-86c4-2cc8f65ca2ea,9be38c7b-6ab6-4953-9e2f-9fdee247bf9b,5,160.61
a5a23a84-7116-4cca-b3e3-a0da250d2d67,5e91b7f4-166b-4b70-920c-4a3aba3d3f55,d8400696-5033-4b5a-9f66-dbfdb961aea4,3,192.41
57f1e91e-9a9d-425f-aec7-bda375c0a1ca,5e91b7f4-166b-4b70-920c-4a3aba3d3f55,e46e14c9-561c-4b3d-bfab-4712dd7febd5,2,280.86
ee37da87-5303-47a0-b1d3-439adc0eae57,5e91b7f4-166b-4b70-920c-4a3aba3d3f55,08523812-c243-43b4-a2ff-61164e2fe0b7,5,243.43
586dd08a-6d08-4ac8-9edc-8022c76bdb9d,0e20cf11-98a3-4025-b6e0-a96cf3d14b45,e18b4e29-52a2-43c5-ac2a-c129139ad492,1,79691.77
9ed91427-b599-41f2-8e46-04760ef59793,0e20cf11-98a3-4025-b6e0-a96cf3d14b45,32a88b0e-dd9c-4225-a5d5-df392440c1cb,3,26821.6
8d8dd62e-7be1-44b2-bed1-18fdf2a6e77a,0e20cf11-98a3-4025-b6e0-a96cf3d14b45,31ab89af-c736-4245-be63-76783a8919ee,1,40672.36
aa19273f-1d8b-4618-b0ec-999fb5e815fa,0e20cf11-98a3-4025-b6e0-a96cf3d14b45,08d02295-513a-4b65-9816-dde7aef0df33,3,69659.07
ac0eb092-ff3c-48a5-b2bd-8e809fbbad60,36aff2c0-f57b-4f5d-be02-2e1600144a26,ab47863a-b396-4018-8d17-59dbb48c9cd3,3,94064.68
e38ccd85-9280-4dff-9a12-e5b54f407b8c,36aff2c0-f57b-4f5d-be02-2e1600144a26,3cde9cc9-a291-4c21-99c7-3df8fb358f50,3,65972.84
eae3b2e0-f869-4116-b091-d418e001681d,36aff2c0-f57b-4f5d-be02-2e1600144a26,24ab9b32-25b3-4fec-b0aa-1916a90ceeb9,4,67788.47
e59bb6a1-f7c9-4fdc-901a-961eefc67102,36aff2c0-f57b-4f5d-be02-2e1600144a26,84bfa533-5569-4dfc-a269-370bf05b25a0,3,59387.82
37191bcc-8dc4-4e65-8549-84aeebd3cba9,36aff2c0-f57b-4f5d-be02-2e1600144a26,66c388e8-5421-41a5-824e-1dfd98832051,4,16447.87
f501054f-9070-4ce9-bfe2-4589fd79f0a5,d91bff5e-a353-45ae-b57c-7b6bb74f1f1b,e28737dc-96ef-4ec6-a226-68b52691e636,1,25264.28
85ead01d-0d58-472e-9f81-6ca2498aa8ba,a7bd024c-05f4-4b16-a4a3-af11b23f6984,e757a08c-d42d-445b-8205-0ce027cdba7c,1,87630.58
f067d4b0-74f2-4f40-8063-60a024e5c2ff,a7bd024c-05f4-4b16-a4a3-af11b23f6984,40bf0457-3da0-4f63-a655-d63240c85e69,2,105394.65
d00b2566-1cf2-4297-ab47-32d7c2969f9b,a7bd024c-05f4-4b16-a4a3-af11b23f6984,99ab4b19-91c5-4b4b-bc61-12481c285b87,5,116250.86
170fd4b1-64d7-40b0-be61-5d20826fab14,f1e364a1-8395-46ab-90fe-ee9457d532d0,1749ec1e-28f2-4727-ba40-47b28d3879b8,1,226.58
