orden_id,cliente_id,fecha,canal,moneda,total
ORD000545,CL01757,2025-04-08T00:30:44,APP,USD,2831.89
ORD000546,CL03011,2024-10-03T03:44:39,TELEFONO,USD,837.34
ORD000547,CL00758,2024-08-28T13:20:19,WEB,USD,1690.45
ORD000553,CL01968,2025-01-26T22:24:27,TELEFONO,CRC,2108051
ORD000555,CL02099,2024-07-11T08:26:12,APP,CRC,1972563
ORD000557,CL02541,2024-05-16T17:21:21,WEB,CRC,1595163
ORD000559,CL01322,2025-09-07T03:53:55,TIENDA,CRC,1848674
ORD000564,CL00001,2025-10-30T10:04:34,TELEFONO,CRC,147980
ORD000566,CL00077,2024-10-11T10:48:58,WEB,CRC,1575375
ORD000567,CL00729,2025-07-28T13:04:30,TELEFONO,USD,1740.41
ORD000570,CL02950,2024-03-27T00:49:05,APP,CRC,2360933
ORD000571,CL01883,2024-12-24T16:24:48,TIENDA,USD,1976.9
ORD000572,CL00212,2024-07-17T23:27:13,PARTNER,CRC,1325589
ORD000574,CL00364,2025-05-03T22:53:47,WEB,CRC,1493004
ORD000575,CL01464,2025-04-17T14:56:27,APP,CRC,519696
ORD000576,CL02205,2024-11-16T22:02:32,TELEFONO,CRC,1986156
ORD000577,CL02920,2024-12-08T04:37:22,APP,CRC,1325578
ORD000578,CL01947,2024-10-15T00:16:55,APP,USD,3298.26
ORD000581,CL02152,2024-12-07T20:42:27,PARTNER,USD,2676.96
ORD000583,CL01727,2024-03-20T02:38:44,TELEFONO,CRC,1441133
ORD000584,CL03068,2025-04-03T08:25:27,WEB,CRC,643429
ORD000585,CL02094,2025-05-13T21:00:17,TIENDA,CRC,1282686
ORD000586,CL02460,2025-08-23T11:01:33,TELEFONO,USD,1066.26
ORD000588,CL00716,2024-06-08T02:16:03,PARTNER,USD,3252.24
ORD000591,CL02958,2024-08-19T16:30:41,APP,CRC,294364
ORD000595,CL01537,2024-12-04T11:51:33,WEB,CRC,1204790
ORD000596,CL02182,2025-08-08T02:35:57,WEB,USD,2095.71
ORD000601,CL02752,2025-12-30T03:57:03,TELEFONO,CRC,2380852
ORD000603,CL02532,2024-04-15T00:26:06,TIENDA,CRC,1484993
ORD000605,CL02614,2025-02-15T05:41:50,TIENDA,CRC,165410
ORD000610,CL00711,2024-07-05T08:00:26,PARTNER,CRC,1888048
ORD000612,CL01768,2024-05-17T07:32:35,TIENDA,CRC,1084748
ORD000613,CL02651,2024-05-11T04:53:37,WEB,USD,2083.45
ORD000615,CL03113,2024-09-19T16:37:51,PARTNER,USD,4825.02
ORD000616,CL00956,2024-11-11T14:08:35,APP,CRC,719560
ORD000618,CL01048,2025-06-06T16:25:52,TELEFONO,CRC,1196296
ORD000620,CL01750,2025-07-02T23:19:43,TIENDA,CRC,1772652
ORD000622,CL01957,2024-11-26T11:43:50,PARTNER,USD,4279.61
ORD000624,CL00295,2025-01-01T20:27:19,WEB,CRC,1868252
ORD000626,CL01948,2025-10-29T20:09:11,PARTNER,USD,853.98
ORD000627,CL01251,2025-11-09T19:10:30,TIENDA,CRC,1373209
ORD000633,CL01464,2024-11-24T23:56:54,APP,USD,739.28
ORD000647,CL01905,2024-04-14T08:25:51,TELEFONO,CRC,208588
ORD000648,CL02743,2025-08-27T15:46:51,APP,CRC,92097
ORD000649,CL02343,2024-12-14T01:33:45,APP,CRC,967167
ORD000658,CL02422,2024-09-27T22:49:51,WEB,USD,2553.15
ORD000659,CL01081,2025-10-03T21:10:20,APP,CRC,1083155
ORD000662,CL02815,2024-12-12T04:03:13,TELEFONO,USD,3179.21
ORD000664,CL00245,2024-04-09T03:11:28,APP,USD,3623.53
ORD000665,CL01978,2024-02-17T23:36:00,TIENDA,CRC,2009496
ORD000669,CL01644,2024-02-07T10:45:57,APP,USD,3125.97
ORD000671,CL00045,2025-04-18T08:11:07,PARTNER,USD,161.32
ORD000672,CL02985,2024-05-21T10:10:25,WEB,USD,1304.24
ORD000681,CL00920,2024-11-13T10:41:53,TELEFONO,CRC,644164
ORD000687,CL02807,2025-01-24T16:54:22,TIENDA,USD,4447.85
ORD000689,CL00592,2025-01-20T07:31:29,TELEFONO,USD,2536.78
ORD000690,CL02269,2025-09-03T13:11:11,WEB,CRC,829978
ORD000693,CL00994,2025-05-08T22:53:03,WEB,CRC,679502
ORD000695,CL00027,2024-11-27T07:28:26,PARTNER,USD,5185.54
ORD000696,CL02172,2025-10-14T14:34:25,WEB,USD,643.2
ORD000700,CL03114,2024-07-06T17:35:32,WEB,CRC,791076
ORD000701,CL00322,2025-12-19T01:11:33,TIENDA,CRC,566841
ORD000702,CL00337,2025-05-15T11:19:23,PARTNER,USD,1493.22
ORD000703,CL01701,2024-05-14T14:20:41,WEB,USD,3296.38
ORD000704,CL00209,2024-08-23T23:25:03,TIENDA,CRC,1720356
ORD000706,CL00552,2025-02-14T15:04:17,TELEFONO,CRC,2266491
ORD000707,CL02496,2025-05-09T21:08:01,TELEFONO,USD,3206.99
ORD000708,CL02252,2024-12-27T04:15:14,APP,CRC,324350
ORD000711,CL01916,2024-08-31T18:26:10,TIENDA,USD,2022.71
ORD000715,CL00514,2024-10-27T15:37:55,TIENDA,USD,27.95
ORD000722,CL02841,2025-05-07T15:51:59,WEB,CRC,555076
ORD000723,CL03151,2024-06-16T23:19:29,APP,CRC,910858
ORD000724,CL00066,2025-08-11T01:45:40,WEB,CRC,838353
ORD000725,CL01850,2025-05-30T15:15:53,PARTNER,CRC,1080533
ORD000728,CL01871,2024-07-21T07:52:51,TELEFONO,USD,1315.84
ORD000729,CL01136,2024-12-14T07:40:57,APP,USD,620.01
ORD000730,CL00733,2024-06-05T09:48:30,PARTNER,USD,2546.66
ORD000731,CL00298,2025-02-13T01:08:15,APP,CRC,466668
ORD000732,CL02903,2024-04-01T11:22:20,TELEFONO,CRC,160785
ORD000733,CL01120,2024-06-04T04:57:41,PARTNER,CRC,627783
ORD000735,CL03122,2024-03-11T19:45:55,TIENDA,USD,1949.74
ORD000736,CL01771,2024-08-24T05:32:40,APP,CRC,744105
ORD000737,CL02692,2025-01-08T22:27:15,PARTNER,USD,1320.56
ORD000741,CL02283,2024-04-10T17:38:13,WEB,CRC,1882494
ORD000742,CL02899,2025-07-02T23:22:05,TELEFONO,CRC,1913321
ORD000744,CL02927,2025-05-14T05:52:00,TELEFONO,USD,3946.72
ORD000746,CL02628,2024-09-18T11:18:38,TELEFONO,USD,2472.06
ORD000754,CL00399,2025-02-05T06:00:12,PARTNER,USD,3762.68
ORD000755,CL01259,2025-09-25T07:01:31,PARTNER,USD,4660.51
ORD000757,CL03187,2024-12-01T20:25:03,WEB,USD,408.56
ORD000759,CL00323,2025-11-06T11:33:36,WEB,CRC,233744
ORD000765,CL02476,2024-09-11T21:36:26,WEB,CRC,734571
ORD000766,CL01861,2024-04-04T16:36:53,WEB,USD,5818.43
ORD000774,CL02493,2024-04-19T22:14:25,TELEFONO,CRC,500968
ORD000775,CL01231,2024-03-13T00:53:24,WEB,USD,1505.32
ORD000777,CL02638,2024-12-06T09:26:50,WEB,USD,1497.15
ORD000779,CL02661,2024-09-09T12:51:06,WEB,USD,3794.16
ORD000781,CL00214,2024-02-07T08:39:01,APP,USD,3508.25
ORD000783,CL02978,2024-08-27T11:15:58,WEB,USD,2447.93
ORD000784,CL02940,2024-04-24T23:39:30,TIENDA,USD,384.06
ORD000785,CL02327,2024-11-06T13:44:58,APP,CRC,1174772
ORD000787,CL02362,2024-07-24T03:57:48,TIENDA,CRC,1669933
ORD000788,CL00938,2024-11-23T14:38:08,WEB,USD,5160.98
ORD000791,CL02850,2024-04-11T23:34:25,TIENDA,USD,1895.74
ORD000794,CL00336,2024-05-22T02:54:14,WEB,USD,6543.33
ORD000799,CL02828,2025-10-04T13:38:15,TIENDA,USD,2852.17
ORD000802,CL03120,2024-09-20T08:19:43,TELEFONO,CRC,1313315
ORD000803,CL00476,2024-03-17T09:50:14,APP,USD,5527.29
ORD000806,CL00732,2025-02-10T12:46:01,APP,USD,1534.65
ORD000810,CL01495,2025-07-22T09:46:54,APP,USD,627.18
ORD000815,CL02559,2024-12-01T11:21:05,WEB,USD,1633.37
ORD000816,CL02821,2025-07-04T08:45:08,APP,CRC,792233
ORD000823,CL00531,2024-10-29T03:07:22,WEB,CRC,26700
ORD000824,CL02348,2025-12-23T13:06:46,APP,USD,842.28
ORD000828,CL02205,2024-06-30T12:02:14,WEB,CRC,1589458
ORD000829,CL02186,2025-06-03T00:45:48,TELEFONO,CRC,195210
ORD000833,CL00003,2025-07-16T18:57:54,PARTNER,CRC,697053
ORD000839,CL00452,2024-02-14T14:25:37,APP,CRC,877196
ORD000843,CL01814,2025-10-29T21:06:51,TIENDA,CRC,1598495
ORD000844,CL00893,2025-02-01T18:10:09,APP,USD,4382.79
ORD000846,CL00802,2024-06-11T14:15:20,PARTNER,USD,2333.71
ORD000847,CL00573,2024-05-11T07:17:30,TIENDA,USD,2618.22
ORD000848,CL01286,2025-01-11T11:44:28,WEB,USD,81.12
ORD000860,CL02368,2025-01-21T20:39:09,WEB,USD,2202.67
ORD000862,CL02293,2024-11-27T15:47:34,TELEFONO,CRC,755254
ORD000865,CL02326,2025-03-02T22:52:01,TIENDA,CRC,1509371
ORD000873,CL01991,2024-04-15T11:10:02,TIENDA,CRC,622812
ORD000884,CL01047,2024-09-28T10:01:36,TELEFONO,CRC,425592
ORD000888,CL01085,2024-06-07T11:39:31,APP,USD,1110.25
ORD000890,CL02392,2024-09-10T14:06:30,TELEFONO,CRC,1341013
ORD000893,CL02958,2025-08-18T22:13:26,WEB,CRC,2523750
ORD000894,CL02114,2025-09-09T00:07:09,PARTNER,CRC,969786
ORD000898,CL01871,2024-12-26T13:12:55,WEB,USD,2697.38
ORD000901,CL00721,2024-12-12T04:04:10,TELEFONO,CRC,1638553
ORD000904,CL01772,2025-01-25T16:27:18,APP,CRC,1065184
ORD000905,CL01896,2025-01-22T00:46:15,APP,USD,3695.03
ORD000907,CL02640,2025-12-31T01:03:16,PARTNER,USD,1034.14
ORD000913,CL00663,2024-09-01T21:39:16,PARTNER,CRC,328624
ORD000915,CL02943,2024-02-18T07:55:15,TELEFONO,USD,779.2
ORD000920,CL02657,2024-09-02T22:40:24,APP,USD,2864.11
ORD000924,CL02799,2024-09-04T05:46:59,WEB,USD,3183.66
ORD000927,CL00559,2025-11-02T07:57:09,PARTNER,CRC,979635
ORD000930,CL00378,2024-10-23T18:54:19,TELEFONO,USD,1064.2
ORD000931,CL02641,2025-06-24T22:04:37,TIENDA,CRC,648786
ORD000936,CL00238,2025-05-22T14:22:48,APP,CRC,869771
ORD000943,CL02457,2024-01-06T18:31:11,APP,CRC,966422
ORD000946,CL01058,2025-12-12T07:26:16,TIENDA,CRC,2381022
ORD000948,CL01414,2024-06-21T18:28:30,TIENDA,USD,225.51
ORD000951,CL01562,2024-05-01T03:19:24,WEB,USD,2287.74
ORD000952,CL01392,2025-12-27T20:17:24,PARTNER,CRC,479312
ORD000953,CL02075,2024-09-18T07:31:28,WEB,CRC,317892
ORD000954,CL02772,2024-10-06T20:43:20,PARTNER,CRC,1388497
ORD000962,CL02943,2024-04-03T21:43:54,WEB,USD,216.72
ORD000963,CL01906,2025-07-23T03:08:43,TELEFONO,CRC,724088
ORD000970,CL00248,2025-08-13T14:23:51,PARTNER,USD,2348.67
ORD000979,CL03092,2024-06-01T01:11:27,APP,CRC,2087399
ORD000982,CL03114,2025-10-10T18:37:01,WEB,CRC,1097025
ORD000983,CL00796,2024-05-19T15:27:14,APP,CRC,164221
ORD000984,CL00653,2025-06-16T07:29:08,APP,CRC,917074
ORD000989,CL02341,2025-11-05T12:34:01,TIENDA,CRC,1212167
ORD000993,CL01533,2025-08-18T21:26:22,PARTNER,USD,295.89
ORD000994,CL00048,2025-02-09T13:27:56,TELEFONO,CRC,565704
ORD000995,CL00915,2024-10-31T15:26:30,WEB,CRC,2491576
ORD000996,CL01372,2024-07-08T09:09:54,TIENDA,CRC,155406
ORD001004,CL02031,2024-04-09T13:18:58,PARTNER,USD,1176.42
ORD001005,CL03078,2025-05-17T07:45:17,TIENDA,CRC,2591992
ORD001009,CL02642,2025-08-28T21:24:17,TIENDA,USD,1970.55
ORD001010,CL01662,2025-09-01T10:11:07,APP,USD,2032.25
ORD001016,CL01450,2025-04-21T03:34:05,PARTNER,USD,1871.81
ORD001018,CL02197,2024-01-12T20:19:39,APP,USD,2122.03
ORD001019,CL02459,2025-03-08T02:09:37,APP,USD,2316.51
ORD001024,CL01768,2024-02-19T20:04:34,WEB,USD,589.96
ORD001025,CL00746,2024-11-28T11:37:55,TELEFONO,CRC,2131249
ORD001028,CL01730,2024-01-07T16:07:25,PARTNER,USD,3517.85
ORD001035,CL02247,2025-08-31T20:50:43,TIENDA,CRC,997356
ORD001036,CL01514,2025-01-22T05:53:31,TIENDA,CRC,51127
ORD001037,CL01491,2025-05-24T04:13:05,APP,CRC,205237
ORD001040,CL01115,2025-01-15T13:01:21,TELEFONO,USD,737.4
ORD001042,CL02205,2025-05-12T16:14:16,APP,CRC,1653078
ORD001046,CL01340,2024-04-29T02:57:29,TELEFONO,USD,4088.14
ORD001049,CL02564,2025-04-28T10:13:04,APP,CRC,891917
ORD001052,CL02509,2025-05-05T03:51:07,PARTNER,USD,2583.38
ORD001056,CL00900,2025-06-11T04:31:57,PARTNER,USD,455.34
ORD001061,CL00844,2024-07-21T00:58:19,PARTNER,CRC,1634448
ORD001062,CL00388,2024-07-05T06:16:41,PARTNER,USD,2165.13
ORD001064,CL01916,2025-07-24T21:05:30,WEB,CRC,1692877
ORD001066,CL03092,2024-07-21T03:13:48,TIENDA,USD,2191.81
ORD001067,CL02017,2025-05-02T15:23:36,APP,CRC,2271967
ORD001069,CL00822,2025-09-14T19:00:43,TIENDA,CRC,223360
ORD001070,CL00136,2024-04-06T02:05:14,TELEFONO,USD,2497.9
ORD001073,CL01886,2025-12-21T19:01:19,TELEFONO,USD,2252.24
ORD001084,CL01432,2024-10-13T17:55:02,TIENDA,USD,3580.52
ORD001085,CL01651,2025-08-17T06:11:46,TELEFONO,USD,1947.64
ORD001096,CL00895,2025-08-06T03:08:12,TIENDA,CRC,434076
ORD001098,CL00168,2025-05-22T01:29:33,APP,CRC,1058350
ORD001100,CL02541,2024-05-12T15:11:32,WEB,USD,1937.6
ORD001104,CL01734,2025-09-26T19:49:03,WEB,CRC,671178
ORD001106,CL01468,2025-02-13T11:16:00,APP,USD,979.84
ORD001108,CL01197,2024-05-11T06:05:42,TELEFONO,USD,1515.8
ORD001111,CL00347,2025-07-02T05:31:09,APP,USD,1890.29
ORD001117,CL01832,2025-04-07T20:31:59,TIENDA,CRC,422121
ORD001119,CL02457,2024-10-18T17:53:19,TELEFONO,CRC,1590890
ORD001121,CL01539,2024-11-04T03:50:09,APP,CRC,887860
ORD001122,CL00258,2024-10-16T11:07:44,APP,CRC,144126
ORD001127,CL00148,2025-06-20T18:56:33,TELEFONO,CRC,203974
ORD001129,CL00710,2024-02-14T05:25:18,WEB,USD,2578.4
