orden_id,producto_id,cantidad,precio_unit
ORD000137,SKU00326,1,159904
ORD000140,SKU00185,1,471.07
ORD000140,SKU00008,4,488.79
ORD000140,SKU00310,4,473.14
ORD000140,SKU00495,4,318.49
ORD000140,SKU00505,5,488.86
ORD000143,SKU00273,3,113.09
ORD000143,SKU00408,3,205.79
ORD000143,SKU00494,2,122.23
ORD000143,SKU00129,3,472.47
ORD000143,SKU00173,3,236.88
ORD000146,SKU00281,3,26.16
ORD000146,SKU00090,5,286.85
ORD000149,SKU00087,5,355.97
ORD000150,SKU00165,4,262.56
ORD000150,SKU00306,1,223.91
ORD000151,SKU00022,4,52.57
ORD000151,SKU00542,1,55.26
ORD000151,SKU00148,3,356.82
ORD000151,SKU00473,4,66.82
ORD000152,SKU00447,2,196.76
ORD000152,SKU00133,5,46.9
ORD000152,SKU00401,3,36.15
ORD000152,SKU00289,1,353.66
ORD000155,SKU00102,3,54.38
ORD000155,SKU00399,3,75.65
ORD000158,SKU00307,1,126.05
ORD000158,SKU00188,2,121.32
ORD000160,SKU00399,3,75.65
ORD000160,SKU00262,3,239.71
ORD000160,SKU00460,5,70.11
ORD000160,SKU00012,3,290.23
ORD000160,SKU00170,2,111.69
ORD000162,SKU00275,3,205167
ORD000162,SKU00179,2,40656
ORD000162,SKU00094,3,78904
ORD000162,SKU00401,5,19521
ORD000163,SKU00080,4,166843
ORD000163,SKU00269,4,155784
ORD000163,SKU00438,1,265788
ORD000163,SKU00052,3,3018
ORD000163,SKU00313,2,60895
ORD000165,SKU00425,4,108739
ORD000165,SKU00479,2,83845
ORD000165,SKU00135,4,15546
ORD000169,SKU00023,4,42708
ORD000169,SKU00415,1,269260
ORD000177,SKU00429,4,98544
ORD000177,SKU00461,5,107854
ORD000177,SKU00028,2,111218
ORD000178,SKU00377,3,312.48
ORD000186,SKU00123,2,432.84
ORD000186,SKU00468,3,307.58
ORD000186,SKU00059,3,212.8
ORD000186,SKU00180,3,306.79
ORD000186,SKU00432,2,438.09
ORD000187,SKU00535,1,223813
ORD000187,SKU00497,2,209163
ORD000187,SKU00007,1,101142
ORD000189,SKU00255,5,21778
ORD000189,SKU00010,3,90892
ORD000189,SKU00188,5,65512
ORD000190,SKU00001,4,178275
ORD000190,SKU00136,3,81988
ORD000190,SKU00301,2,151389
ORD000190,SKU00249,3,138639
ORD000193,SKU00542,3,29840
ORD000193,SKU00418,5,5340
ORD000193,SKU00291,3,49955
ORD000193,SKU00076,5,32135
ORD000193,SKU00133,4,25326
ORD000194,SKU00538,5,225.36
ORD000194,SKU00397,5,443.86
ORD000194,SKU00189,2,139.07
ORD000194,SKU00170,1,111.69
ORD000194,SKU00421,4,482.6
ORD000196,SKU00329,4,59.89
ORD000196,SKU00489,5,352.25
ORD000198,SKU00336,2,100.73
ORD000199,SKU00130,1,354.38
ORD000199,SKU00413,1,261.9
ORD000201,SKU00529,3,216.43
ORD000201,SKU00508,2,171.31
ORD000202,SKU00393,2,94500
ORD000202,SKU00305,3,50187
ORD000202,SKU00164,1,55884
ORD000205,SKU00419,4,179890
ORD000205,SKU00103,2,30396
ORD000205,SKU00539,3,111915
ORD000205,SKU00441,1,15330
ORD000205,SKU00342,3,252709
ORD000212,SKU00076,5,32135
ORD000214,SKU00120,1,31201
ORD000214,SKU00408,4,111126
ORD000215,SKU00319,3,27.51
ORD000216,SKU00084,2,152.78
ORD000216,SKU00025,5,377.19
ORD000217,SKU00381,5,291.88
ORD000217,SKU00409,5,477.04
ORD000217,SKU00286,1,363.31
ORD000217,SKU00022,2,52.57
ORD000217,SKU00456,4,216.72
ORD000218,SKU00448,2,151842
ORD000218,SKU00212,3,193179
ORD000218,SKU00209,4,50781
ORD000219,SKU00270,5,43038
ORD000219,SKU00022,1,28387
ORD000219,SKU00516,4,119874
ORD000221,SKU00081,2,166212
ORD000221,SKU00095,2,237141
ORD000224,SKU00286,1,196187
ORD000224,SKU00304,5,14083
ORD000224,SKU00492,2,255700
ORD000226,SKU00373,2,223360
ORD000232,SKU00479,1,83845
ORD000232,SKU00376,5,68817
ORD000232,SKU00237,2,99117
ORD000243,SKU00398,2,121662
ORD000243,SKU00127,3,262207
ORD000243,SKU00241,5,160704
ORD000248,SKU00164,5,55884
ORD000248,SKU00230,3,188325
ORD000253,SKU00412,4,125.05
ORD000253,SKU00306,1,223.91
ORD000253,SKU00490,2,6.65
ORD000253,SKU00029,5,111.73
ORD000255,SKU00485,4,8.02
ORD000255,SKU00376,4,127.44
ORD000255,SKU00519,4,352.65
ORD000255,SKU00172,2,102.65
ORD000261,SKU00187,4,408.95
ORD000263,SKU00539,5,207.25
ORD000263,SKU00495,3,318.49
ORD000263,SKU00060,1,195.9
ORD000263,SKU00338,4,6.91
ORD000264,SKU00379,3,33917
ORD000264,SKU00411,4,32783
ORD000264,SKU00314,1,32583
ORD000264,SKU00479,3,83845
ORD000264,SKU00550,5,266506
ORD000267,SKU00339,4,90012
ORD000267,SKU00512,3,84828
ORD000267,SKU00536,3,51872
ORD000268,SKU00442,1,14974
ORD000268,SKU00282,4,23014
ORD000268,SKU00006,5,253103
ORD000268,SKU00008,4,263946
ORD000269,SKU00366,1,125949
ORD000271,SKU00207,4,316.32
ORD000271,SKU00542,5,55.26
ORD000275,SKU00488,5,61014
ORD000276,SKU00276,2,64870
ORD000276,SKU00113,3,12668
ORD000278,SKU00330,3,33.22
ORD000278,SKU00511,5,132.87
ORD000278,SKU00229,5,56.27
ORD000278,SKU00258,1,201.64
ORD000278,SKU00020,2,488.32
ORD000280,SKU00196,2,458.56
ORD000280,SKU00320,1,307.81
ORD000280,SKU00158,5,270.6
ORD000280,SKU00042,4,20.28
ORD000281,SKU00375,1,231589
ORD000281,SKU00117,5,42363
ORD000281,SKU00317,4,22777
ORD000282,SKU00513,5,119.01
ORD000285,SKU00381,1,291.88
ORD000286,SKU00391,3,39684
ORD000286,SKU00371,5,176617
ORD000287,SKU00242,4,229905
ORD000287,SKU00137,2,53616
ORD000289,SKU00459,4,256554
ORD000289,SKU00057,4,155703
ORD000289,SKU00288,5,14358
ORD000291,SKU00506,3,247.18
ORD000291,SKU00060,5,195.9
ORD000291,SKU00310,5,473.14
ORD000292,SKU00270,5,79.7
ORD000292,SKU00525,1,267.28
ORD000292,SKU00454,2,85.19
ORD000292,SKU00421,1,482.6
ORD000292,SKU00211,4,195.71
ORD000294,SKU00524,2,62105
ORD000295,SKU00038,2,254151
ORD000295,SKU00122,4,91794
ORD000295,SKU00049,2,268180
ORD000295,SKU00466,5,103696
ORD000295,SKU00136,5,81988
ORD000297,SKU00524,2,62105
ORD000297,SKU00424,3,259621
ORD000297,SKU00532,3,96957
ORD000297,SKU00231,4,162594
ORD000299,SKU00367,2,143931
ORD000300,SKU00281,3,26.16
ORD000300,SKU00287,5,329.08
ORD000300,SKU00270,5,79.7
ORD000300,SKU00046,2,179.23
ORD000300,SKU00319,1,27.51
ORD000301,SKU00157,2,33.93
ORD000304,SKU00238,4,42703
ORD000306,SKU00511,4,71749
ORD000306,SKU00375,2,231589
ORD000306,SKU00464,1,221486
ORD000306,SKU00165,5,141782
ORD000306,SKU00151,4,43594
ORD000307,SKU00378,2,305.32
ORD000307,SKU00312,2,299.92
ORD000307,SKU00168,2,71.55
ORD000311,SKU00308,4,262.79
ORD000311,SKU00281,4,26.16
ORD000312,SKU00461,5,199.73
ORD000312,SKU00295,2,357.06
ORD000312,SKU00027,5,234.06
ORD000312,SKU00132,4,201.29
ORD000318,SKU00144,1,179998
ORD000318,SKU00386,5,190209
ORD000318,SKU00054,4,108453
ORD000329,SKU00270,1,79.7
ORD000329,SKU00184,4,109.25
ORD000329,SKU00201,1,163.95
ORD000334,SKU00117,2,78.45
ORD000335,SKU00234,3,472.95
ORD000335,SKU00179,2,75.29
ORD000339,SKU00484,3,269.52
ORD000339,SKU00238,2,79.08
ORD000339,SKU00365,4,177.92
ORD000339,SKU00415,4,498.63
ORD000339,SKU00095,3,439.15
ORD000347,SKU00510,2,184.82
ORD000351,SKU00143,4,14.26
ORD000351,SKU00308,5,262.79
ORD000351,SKU00012,3,290.23
ORD000351,SKU00221,5,491.35
ORD000352,SKU00472,4,253681
ORD000352,SKU00091,1,203974
ORD000352,SKU00420,4,236811
ORD000355,SKU00232,3,249.53
ORD000355,SKU00238,3,79.08
ORD000356,SKU00547,1,224.13
ORD000356,SKU00103,5,56.29
ORD000356,SKU00289,5,353.66
ORD000360,SKU00338,2,3731
ORD000360,SKU00310,3,255495
ORD000360,SKU00268,2,10125
ORD000360,SKU00160,1,45997
ORD000360,SKU00062,4,71377
ORD000362,SKU00139,3,11653
ORD000364,SKU00488,4,112.99
ORD000364,SKU00523,3,246.72
ORD000364,SKU00378,4,305.32
ORD000364,SKU00503,2,74.27
ORD000366,SKU00085,2,378.09
ORD000366,SKU00344,3,331.69
ORD000368,SKU00077,3,126370
ORD000368,SKU00003,3,214066
ORD000368,SKU00143,4,7700
ORD000370,SKU00357,3,50020
ORD000370,SKU00412,5,67527
ORD000370,SKU00214,3,69287
ORD000370,SKU00375,2,231589
ORD000371,SKU00414,3,107.1
ORD000371,SKU00137,1,99.29
ORD000371,SKU00371,3,327.07
ORD000371,SKU00415,4,498.63
ORD000374,SKU00498,2,167756
ORD000375,SKU00114,2,26.24
ORD000375,SKU00125,2,315.86
ORD000375,SKU00360,5,5.41
ORD000375,SKU00166,2,313.69
ORD000375,SKU00144,2,333.33
ORD000384,SKU00285,2,28652
ORD000394,SKU00143,3,7700
ORD000394,SKU00538,1,121694
ORD000394,SKU00397,2,239684
ORD000394,SKU00232,5,134746
ORD000394,SKU00048,4,218559
ORD000396,SKU00182,5,69292
ORD000396,SKU00123,2,233733
ORD000396,SKU00368,4,192013
ORD000396,SKU00247,4,237178
ORD000398,SKU00367,4,143931
ORD000398,SKU00008,1,263946
ORD000398,SKU00190,5,15174
ORD000398,SKU00155,1,53038
ORD000398,SKU00047,1,209746
ORD000399,SKU00499,1,357.62
ORD000399,SKU00087,1,355.97
ORD000399,SKU00064,2,125.91
ORD000399,SKU00003,5,396.42
ORD000401,SKU00001,3,330.14
ORD000401,SKU00293,2,392.14
ORD000402,SKU00078,4,116721
ORD000402,SKU00292,3,27923
ORD000402,SKU00340,2,74914
ORD000402,SKU00386,4,190209
ORD000402,SKU00297,1,145913
ORD000406,SKU00453,2,177417
ORD000406,SKU00025,3,203682
ORD000406,SKU00396,2,206917
ORD000406,SKU00490,2,3591
ORD000406,SKU00438,2,265788
ORD000410,SKU00214,3,69287
ORD000410,SKU00130,1,191365
ORD000410,SKU00491,4,108118
ORD000410,SKU00549,5,160099
ORD000412,SKU00439,3,6593
ORD000412,SKU00403,2,132186
ORD000422,SKU00533,2,242.56
ORD000422,SKU00437,1,278.9
ORD000424,SKU00218,4,489.77
ORD000424,SKU00434,5,335.04
ORD000427,SKU00080,1,308.97
ORD000441,SKU00230,4,348.75
ORD000441,SKU00171,4,118.71
ORD000441,SKU00496,1,249.85
ORD000441,SKU00487,1,169.84
ORD000442,SKU00400,4,115781
ORD000442,SKU00204,1,105964
ORD000442,SKU00002,2,19607
ORD000442,SKU00063,1,11529
ORD000442,SKU00009,1,21951
ORD000449,SKU00411,5,60.71
ORD000449,SKU00358,5,56.85
ORD000450,SKU00467,5,33928
ORD000450,SKU00209,5,50781
ORD000450,SKU00226,2,80578
ORD000450,SKU00327,3,156497
ORD000450,SKU00296,4,235180
ORD000455,SKU00328,2,327.59
ORD000455,SKU00431,4,280.36
ORD000461,SKU00009,4,40.65
ORD000461,SKU00444,2,55.4
ORD000463,SKU00408,4,111126
ORD000463,SKU00129,2,255133
ORD000463,SKU00544,4,52952
ORD000463,SKU00222,5,218500
ORD000470,SKU00458,2,459.87
ORD000470,SKU00504,1,55.19
ORD000470,SKU00358,2,56.85
ORD000470,SKU00475,5,466.28
ORD000470,SKU00051,2,242.57
ORD000472,SKU00353,2,111.17
ORD000472,SKU00153,2,221.89
ORD000472,SKU00186,4,455.57
ORD000472,SKU00166,5,313.69
ORD000475,SKU00401,4,19521
ORD000475,SKU00377,3,168739
ORD000475,SKU00418,1,5340
ORD000483,SKU00047,2,388.42
ORD000483,SKU00479,5,155.27
ORD000483,SKU00458,3,459.87
ORD000483,SKU00233,3,91.87
ORD000483,SKU00502,3,89.3
ORD000491,SKU00312,2,299.92
ORD000491,SKU00353,4,111.17
ORD000491,SKU00367,1,266.54
ORD000491,SKU00321,4,398.94
ORD000494,SKU00015,4,148948
ORD000494,SKU00061,5,116737
ORD000497,SKU00515,3,387.33
ORD000497,SKU00353,2,111.17
ORD000497,SKU00093,1,141.52
ORD000507,SKU00057,5,155703
ORD000507,SKU00175,4,181877
ORD000507,SKU00324,4,26767
ORD000508,SKU00211,3,105683
ORD000509,SKU00550,2,266506
ORD000512,SKU00242,5,425.75
ORD000512,SKU00178,2,221.58
ORD000512,SKU00033,1,339.1
ORD000513,SKU00010,2,168.32
ORD000513,SKU00244,4,347.72
ORD000513,SKU00089,5,307.93
ORD000513,SKU00491,1,200.22
ORD000516,SKU00185,2,254377
ORD000519,SKU00110,4,101746
ORD000519,SKU00138,5,44820
ORD000519,SKU00412,2,67527
ORD000519,SKU00391,1,39684
ORD000523,SKU00491,4,108118
ORD000523,SKU00028,3,111218
ORD000523,SKU00257,4,135502
ORD000525,SKU00233,2,91.87
ORD000525,SKU00081,5,307.8
ORD000525,SKU00353,1,111.17
ORD000525,SKU00186,2,455.57
ORD000532,SKU00097,2,41752
ORD000532,SKU00418,1,5340
ORD000533,SKU00425,4,108739
ORD000533,SKU00106,5,33480
ORD000535,SKU00544,2,98.06
ORD000535,SKU00171,1,118.71
ORD000535,SKU00049,4,496.63
ORD000535,SKU00117,1,78.45
ORD000538,SKU00494,2,122.23
ORD000538,SKU00286,5,363.31
ORD000539,SKU00279,5,414.2
ORD000539,SKU00072,1,115.26
ORD000539,SKU00189,3,139.07
ORD000539,SKU00331,4,214.01
ORD000541,SKU00240,4,184231
ORD000541,SKU00097,2,41752
ORD000541,SKU00322,1,77922
ORD000542,SKU00346,5,145432
ORD000542,SKU00048,5,218559
ORD000542,SKU00439,4,6593
ORD000542,SKU00314,2,32583
ORD000542,SKU00372,3,204649
ORD000545,SKU00232,3,249.53
ORD000545,SKU00301,2,280.35
ORD000545,SKU00012,2,290.23
ORD000545,SKU00185,2,471.07
ORD000546,SKU00422,2,418.67
ORD000547,SKU00103,3,56.29
ORD000547,SKU00318,5,13.47
ORD000547,SKU00298,3,152.49
ORD000547,SKU00275,2,379.94
ORD000547,SKU00173,1,236.88
ORD000553,SKU00178,5,119653
ORD000553,SKU00172,4,55431
ORD000553,SKU00356,1,238798
ORD000553,SKU00240,5,184231
ORD000553,SKU00238,3,42703
ORD000555,SKU00236,3,51294
ORD000555,SKU00244,1,187768
ORD000555,SKU00264,5,154321
ORD000555,SKU00214,4,69287
ORD000555,SKU00484,4,145540
ORD000557,SKU00210,5,162756
ORD000557,SKU00349,3,231989
ORD000557,SKU00023,2,42708
ORD000559,SKU00046,1,96784
ORD000559,SKU00265,5,114528
ORD000559,SKU00469,5,235850
ORD000564,SKU00099,4,36995
ORD000566,SKU00419,3,179890
ORD000566,SKU00235,1,69465
ORD000566,SKU00497,2,209163
ORD000566,SKU00352,3,182638
ORD000567,SKU00457,1,28.56
ORD000567,SKU00128,2,461.74
ORD000567,SKU00308,3,262.79
ORD000570,SKU00387,3,101239
ORD000570,SKU00342,5,252709
ORD000570,SKU00087,3,192223
ORD000570,SKU00214,2,69287
ORD000570,SKU00002,4,19607
ORD000571,SKU00397,4,443.86
ORD000571,SKU00336,2,100.73
ORD000572,SKU00217,5,37449
ORD000572,SKU00265,5,114528
ORD000572,SKU00413,4,141426
ORD000574,SKU00128,3,249339
ORD000574,SKU00458,3,248329
ORD000575,SKU00398,4,121662
ORD000575,SKU00251,4,8262
ORD000576,SKU00272,3,249701
ORD000576,SKU00508,2,92507
ORD000576,SKU00384,3,50333
ORD000576,SKU00280,5,180208
ORD000577,SKU00260,4,113394
ORD000577,SKU00029,4,60334
ORD000577,SKU00246,4,81399
ORD000577,SKU00488,5,61014
ORD000578,SKU00432,3,438.09
ORD000578,SKU00479,5,155.27
ORD000578,SKU00364,4,54.08
ORD000578,SKU00083,3,330.44
ORD000581,SKU00185,4,471.07
ORD000581,SKU00206,4,81.27
ORD000581,SKU00134,1,467.6
ORD000583,SKU00083,3,178437
ORD000583,SKU00089,5,166282
ORD000583,SKU00105,2,37206
ORD000584,SKU00482,1,163290
ORD000584,SKU00460,5,37859
ORD000584,SKU00436,4,72711
ORD000585,SKU00393,2,94500
ORD000585,SKU00151,3,43594
ORD000585,SKU00017,4,130242
ORD000585,SKU00382,3,147312
ORD000586,SKU00169,1,288.94
ORD000586,SKU00239,2,190.96
ORD000586,SKU00238,5,79.08
ORD000588,SKU00091,4,377.73
ORD000588,SKU00545,4,435.33
ORD000591,SKU00417,4,73591
ORD000595,SKU00354,1,111628
ORD000595,SKU00183,5,49091
ORD000595,SKU00221,2,265329
ORD000595,SKU00211,3,105683
ORD000596,SKU00546,3,48.37
ORD000596,SKU00067,4,487.65
ORD000601,SKU00311,4,202888
ORD000601,SKU00321,4,215427
ORD000601,SKU00328,4,176898
ORD000603,SKU00096,2,7290
ORD000603,SKU00018,3,219537
ORD000603,SKU00061,2,116737
ORD000603,SKU00540,1,250376
ORD000603,SKU00136,4,81988
ORD000605,SKU00032,2,37945
ORD000605,SKU00542,3,29840
ORD000610,SKU00270,1,43038
ORD000610,SKU00462,5,180527
ORD000610,SKU00409,1,257601
ORD000610,SKU00350,3,228258
ORD000612,SKU00356,2,238798
ORD000612,SKU00436,4,72711
ORD000612,SKU00244,1,187768
ORD000612,SKU00076,4,32135
ORD000613,SKU00199,5,416.69
ORD000615,SKU00173,3,236.88
ORD000615,SKU00297,4,270.21
ORD000615,SKU00316,5,405.29
ORD000615,SKU00076,1,59.51
ORD000615,SKU00125,3,315.86
ORD000616,SKU00419,4,179890
ORD000618,SKU00390,3,156330
ORD000618,SKU00153,5,119820
ORD000618,SKU00171,2,64103
ORD000620,SKU00508,3,92507
ORD000620,SKU00515,3,209158
ORD000620,SKU00019,5,70491
ORD000620,SKU00409,2,257601
ORD000622,SKU00501,1,94.57
ORD000622,SKU00282,3,42.62
ORD000622,SKU00469,5,436.76
ORD000622,SKU00284,4,324.92
ORD000622,SKU00090,2,286.85
ORD000624,SKU00543,1,97923
ORD000624,SKU00438,5,265788
ORD000624,SKU00244,2,187768
ORD000624,SKU00009,3,21951
ORD000626,SKU00537,5,160.16
ORD000626,SKU00288,2,26.59
ORD000627,SKU00050,1,216415
ORD000627,SKU00533,5,130982
ORD000627,SKU00261,1,52147
ORD000627,SKU00447,3,106250
ORD000627,SKU00051,1,130987
ORD000633,SKU00510,4,184.82
ORD000647,SKU00261,4,52147
ORD000648,SKU00358,3,30699
ORD000649,SKU00382,1,147312
ORD000649,SKU00413,4,141426
ORD000649,SKU00038,1,254151
ORD000658,SKU00536,2,96.06
ORD000658,SKU00400,2,214.41
ORD000658,SKU00440,2,395.21
ORD000658,SKU00107,2,382.03
ORD000658,SKU00091,1,377.73
ORD000659,SKU00111,5,216631
ORD000662,SKU00222,1,404.63
ORD000662,SKU00456,5,216.72
ORD000662,SKU00440,3,395.21
ORD000662,SKU00526,4,46.16
ORD000662,SKU00309,1,320.71
ORD000664,SKU00012,4,290.23
ORD000664,SKU00201,4,163.95
ORD000664,SKU00002,3,36.31
ORD000664,SKU00521,4,424.47
ORD000665,SKU00112,2,232351
ORD000665,SKU00243,5,245613
ORD000665,SKU00477,3,71830
ORD000665,SKU00387,1,101239
ORD000669,SKU00257,2,250.93
ORD000669,SKU00034,3,232.89
ORD000669,SKU00499,2,357.62
ORD000669,SKU00016,3,403.4
ORD000671,SKU00255,4,40.33
ORD000672,SKU00116,5,193.84
ORD000672,SKU00434,1,335.04
ORD000681,SKU00082,2,249312
ORD000681,SKU00484,1,145540
ORD000687,SKU00389,2,307.76
ORD000687,SKU00187,5,408.95
ORD000687,SKU00418,2,9.89
ORD000687,SKU00070,4,441.95
ORD000689,SKU00072,2,115.26
ORD000689,SKU00088,3,396.9
ORD000689,SKU00057,1,288.34
ORD000689,SKU00449,2,413.61
ORD000690,SKU00172,2,55431
ORD000690,SKU00295,2,192812
ORD000690,SKU00207,1,170812
ORD000690,SKU00168,2,38637
ORD000690,SKU00238,2,42703
ORD000693,SKU00260,3,113394
ORD000693,SKU00544,5,52952
ORD000693,SKU00345,4,18640
ORD000695,SKU00342,5,467.98
ORD000695,SKU00031,4,119.51
ORD000695,SKU00492,5,473.52
ORD000696,SKU00235,5,128.64
ORD000700,SKU00020,3,263692
ORD000701,SKU00082,2,249312
ORD000701,SKU00154,2,19915
ORD000701,SKU00022,1,28387
ORD000702,SKU00283,1,313.63
ORD000702,SKU00543,1,181.34
ORD000702,SKU00511,3,132.87
ORD000702,SKU00141,4,149.91
ORD000703,SKU00176,3,392.74
ORD000703,SKU00416,3,389.32
ORD000703,SKU00459,2,475.1
ORD000704,SKU00194,5,80929
ORD000704,SKU00207,3,170812
ORD000704,SKU00014,5,160655
ORD000706,SKU00103,1,30396
ORD000706,SKU00472,1,253681
ORD000706,SKU00008,5,263946
ORD000706,SKU00098,4,161292
ORD000706,SKU00374,4,4379
ORD000707,SKU00076,1,59.51
ORD000707,SKU00134,5,467.6
ORD000707,SKU00048,2,404.74
ORD000708,SKU00276,5,64870
ORD000711,SKU00082,1,461.69
ORD000711,SKU00530,2,258.93
ORD000711,SKU00244,3,347.72
ORD000715,SKU00052,5,5.59
ORD000722,SKU00021,2,21708
ORD000722,SKU00173,4,127915
ORD000723,SKU00011,2,7219
ORD000723,SKU00044,5,41385
ORD000723,SKU00208,5,137899
ORD000724,SKU00465,3,46758
ORD000724,SKU00417,3,73591
ORD000724,SKU00070,2,238653
ORD000725,SKU00054,2,108453
ORD000725,SKU00291,1,49955
ORD000725,SKU00181,4,203418
ORD000728,SKU00253,4,308.86
ORD000728,SKU00021,2,40.2
ORD000729,SKU00236,3,94.99
ORD000729,SKU00434,1,335.04
ORD000730,SKU00384,2,93.21
ORD000730,SKU00196,2,458.56
ORD000730,SKU00470,3,161.14
ORD000730,SKU00162,1,94.68
ORD000730,SKU00057,3,288.34
ORD000731,SKU00030,4,116667
ORD000732,SKU00274,1,160785
ORD000733,SKU00313,3,60895
ORD000733,SKU00073,3,15940
ORD000733,SKU00081,1,166212
ORD000733,SKU00161,2,115533
ORD000735,SKU00510,4,184.82
ORD000735,SKU00322,1,144.3
ORD000735,SKU00367,4,266.54
ORD000736,SKU00252,4,5459
ORD000736,SKU00018,2,219537
ORD000736,SKU00441,1,15330
ORD000736,SKU00124,5,53573
ORD000737,SKU00001,4,330.14
ORD000741,SKU00118,1,154143
ORD000741,SKU00396,4,206917
ORD000741,SKU00249,5,138639
ORD000741,SKU00536,4,51872
ORD000742,SKU00047,3,209746
ORD000742,SKU00359,4,150287
ORD000742,SKU00037,5,96903
ORD000742,SKU00391,5,39684
ORD000744,SKU00459,4,475.1
ORD000744,SKU00159,2,473.89
ORD000744,SKU00198,3,366.18
ORD000746,SKU00473,4,66.82
ORD000746,SKU00082,3,461.69
ORD000746,SKU00267,5,75.17
ORD000746,SKU00397,1,443.86
ORD000754,SKU00226,3,149.22
ORD000754,SKU00061,2,216.18
ORD000754,SKU00029,3,111.73
ORD000754,SKU00031,2,119.51
ORD000754,SKU00082,5,461.69
ORD000755,SKU00423,4,86.19
ORD000755,SKU00322,2,144.3
ORD000755,SKU00278,5,324.65
ORD000755,SKU00424,5,480.78
ORD000757,SKU00256,2,98.79
ORD000757,SKU00039,2,105.49
ORD000759,SKU00529,2,116872
