orden_id,producto_id,cantidad,precio_unit
ORD000035,SKU00032,3,37945
ORD000036,SKU00250,1,10.81
ORD000036,SKU00140,4,101.48
ORD000036,SKU00342,2,467.98
ORD000036,SKU00013,5,298.25
ORD000037,SKU00165,1,141782
ORD000037,SKU00096,2,7290
ORD000038,SKU00400,4,115781
ORD000039,SKU00418,1,5340
ORD000039,SKU00115,5,154175
ORD000039,SKU00508,2,92507
ORD000040,SKU00251,2,8262
ORD000040,SKU00417,2,73591
ORD000040,SKU00056,3,135388
ORD000041,SKU00148,3,192682
ORD000042,SKU00279,3,414.2
ORD000043,SKU00188,3,121.32
ORD000043,SKU00431,3,280.36
ORD000044,SKU00308,3,141906
ORD000044,SKU00025,5,203682
ORD000044,SKU00138,5,44820
ORD000044,SKU00277,3,126532
ORD000044,SKU00354,1,111628
ORD000045,SKU00550,4,493.53
ORD000045,SKU00094,5,146.12
ORD000045,SKU00175,4,336.81
ORD000046,SKU00491,4,108118
ORD000046,SKU00439,2,6593
ORD000046,SKU00527,2,186705
ORD000047,SKU00468,5,166093
ORD000047,SKU00266,2,96066
ORD000047,SKU00025,4,203682
ORD000048,SKU00299,3,56.47
ORD000048,SKU00134,1,467.6
ORD000048,SKU00088,1,396.9
ORD000048,SKU00448,4,281.19
ORD000049,SKU00236,5,94.99
ORD000049,SKU00286,4,363.31
ORD000049,SKU00276,3,120.13
ORD000050,SKU00281,2,14126
ORD000050,SKU00443,1,195210
ORD000050,SKU00192,2,26989
ORD000051,SKU00368,3,355.58
ORD000052,SKU00532,4,179.55
ORD000052,SKU00386,2,352.24
ORD000052,SKU00255,5,40.33
ORD000052,SKU00299,1,56.47
ORD000052,SKU00413,5,261.9
ORD000053,SKU00259,1,84.18
ORD000054,SKU00156,4,83451
ORD000054,SKU00241,5,160704
ORD000054,SKU00143,5,7700
ORD000054,SKU00507,5,122617
ORD000054,SKU00207,4,170812
ORD000055,SKU00085,3,204168
ORD000055,SKU00436,4,72711
ORD000055,SKU00492,2,255700
ORD000056,SKU00256,1,53346
ORD000056,SKU00445,1,175122
ORD000057,SKU00095,3,439.15
ORD000057,SKU00379,5,62.81
ORD000057,SKU00266,2,177.9
ORD000058,SKU00071,3,39414
ORD000059,SKU00330,5,33.22
ORD000059,SKU00385,3,495.38
ORD000059,SKU00257,4,250.93
ORD000059,SKU00291,4,92.51
ORD000060,SKU00017,5,241.19
ORD000060,SKU00143,2,14.26
ORD000060,SKU00094,2,146.12
ORD000061,SKU00401,1,36.15
ORD000061,SKU00145,5,254.7
ORD000062,SKU00233,3,91.87
ORD000062,SKU00368,2,355.58
ORD000062,SKU00198,2,366.18
ORD000062,SKU00422,3,418.67
ORD000063,SKU00143,1,14.26
ORD000063,SKU00340,2,138.73
ORD000063,SKU00110,3,188.42
ORD000063,SKU00119,3,75.01
ORD000063,SKU00429,5,182.49
ORD000064,SKU00063,4,21.35
ORD000065,SKU00056,1,135388
ORD000066,SKU00092,2,417.72
ORD000067,SKU00092,3,417.72
ORD000067,SKU00129,5,472.47
ORD000067,SKU00031,3,119.51
ORD000068,SKU00320,3,307.81
ORD000068,SKU00391,2,73.49
ORD000068,SKU00048,2,404.74
ORD000069,SKU00110,5,101746
ORD000070,SKU00504,2,55.19
ORD000070,SKU00153,3,221.89
ORD000070,SKU00266,5,177.9
ORD000071,SKU00104,2,498.86
ORD000071,SKU00130,4,354.38
ORD000071,SKU00470,4,161.14
ORD000072,SKU00157,5,18322
ORD000072,SKU00134,4,252504
ORD000072,SKU00283,4,169360
ORD000072,SKU00079,5,266646
ORD000073,SKU00083,3,178437
ORD000073,SKU00164,1,55884
ORD000073,SKU00062,1,71377
ORD000073,SKU00213,4,255873
ORD000074,SKU00129,3,255133
ORD000074,SKU00241,3,160704
ORD000075,SKU00157,4,18322
ORD000075,SKU00114,3,14169
ORD000075,SKU00155,5,53038
ORD000075,SKU00089,3,166282
ORD000075,SKU00345,2,18640
ORD000076,SKU00290,1,19872
ORD000076,SKU00091,5,203974
ORD000076,SKU00127,4,262207
ORD000077,SKU00256,3,98.79
ORD000077,SKU00003,2,396.42
ORD000077,SKU00440,3,395.21
ORD000077,SKU00240,5,341.17
ORD000078,SKU00430,1,208569
ORD000078,SKU00550,3,266506
ORD000078,SKU00024,1,254178
ORD000078,SKU00415,1,269260
ORD000078,SKU00266,1,96066
ORD000079,SKU00286,2,196187
ORD000079,SKU00085,2,204168
ORD000080,SKU00246,4,81399
ORD000081,SKU00060,2,105786
ORD000082,SKU00051,1,130987
ORD000082,SKU00083,2,178437
ORD000082,SKU00092,3,225568
ORD000082,SKU00283,4,169360
ORD000082,SKU00034,1,125760
ORD000083,SKU00425,3,108739
ORD000083,SKU00047,5,209746
ORD000083,SKU00108,1,90061
ORD000083,SKU00398,5,121662
ORD000083,SKU00160,3,45997
ORD000084,SKU00010,2,90892
ORD000084,SKU00124,4,53573
ORD000084,SKU00079,3,266646
ORD000085,SKU00171,1,118.71
ORD000085,SKU00542,4,55.26
ORD000085,SKU00455,2,20.46
ORD000085,SKU00536,4,96.06
ORD000086,SKU00437,1,150606
ORD000087,SKU00133,5,25326
ORD000087,SKU00208,5,137899
ORD000088,SKU00347,4,86.19
ORD000088,SKU00233,5,91.87
ORD000088,SKU00042,1,20.28
ORD000088,SKU00459,1,475.1
ORD000089,SKU00477,1,71830
ORD000089,SKU00513,2,64265
ORD000089,SKU00033,3,183114
ORD000090,SKU00191,5,231.93
ORD000090,SKU00167,1,9.61
ORD000090,SKU00125,4,315.86
ORD000090,SKU00401,5,36.15
ORD000091,SKU00484,3,145540
ORD000091,SKU00021,1,21708
ORD000091,SKU00399,4,40851
ORD000091,SKU00454,5,46002
ORD000092,SKU00330,1,33.22
ORD000093,SKU00005,4,154710
ORD000094,SKU00289,1,190976
ORD000094,SKU00217,5,37449
ORD000095,SKU00068,1,167481
ORD000095,SKU00226,4,80578
ORD000095,SKU00025,5,203682
ORD000095,SKU00011,1,7219
ORD000095,SKU00309,1,173183
ORD000096,SKU00488,4,112.99
ORD000096,SKU00374,2,8.11
ORD000096,SKU00398,2,225.3
ORD000096,SKU00298,5,152.49
ORD000097,SKU00018,4,406.55
ORD000097,SKU00122,4,169.99
ORD000097,SKU00283,3,313.63
ORD000098,SKU00328,4,176898
ORD000099,SKU00079,2,493.79
ORD000099,SKU00460,2,70.11
ORD000099,SKU00505,5,488.86
ORD000099,SKU00338,3,6.91
ORD000099,SKU00101,5,494.22
ORD000100,SKU00047,4,388.42
ORD000100,SKU00473,1,66.82
ORD000100,SKU00165,2,262.56
ORD000100,SKU00233,3,91.87
ORD000101,SKU00480,1,185727
ORD000101,SKU00145,4,137538
ORD000101,SKU00038,1,254151
ORD000101,SKU00367,1,143931
ORD000102,SKU00394,5,303.16
ORD000102,SKU00270,2,79.7
ORD000102,SKU00493,4,465.0
ORD000103,SKU00543,2,97923
ORD000103,SKU00017,4,130242
ORD000104,SKU00393,2,94500
ORD000104,SKU00052,5,3018
ORD000105,SKU00462,5,180527
ORD000105,SKU00191,5,125242
ORD000106,SKU00457,4,28.56
ORD000107,SKU00411,4,32783
ORD000107,SKU00488,2,61014
ORD000108,SKU00487,5,91713
ORD000108,SKU00054,5,108453
ORD000108,SKU00417,4,73591
ORD000108,SKU00031,5,64535
ORD000108,SKU00270,2,43038
ORD000109,SKU00007,5,187.3
ORD000109,SKU00356,5,442.22
ORD000109,SKU00027,2,234.06
ORD000110,SKU00461,2,107854
ORD000110,SKU00440,3,213413
ORD000110,SKU00264,4,154321
ORD000110,SKU00010,4,90892
ORD000110,SKU00322,1,77922
ORD000111,SKU00353,4,60031
ORD000111,SKU00261,1,52147
ORD000111,SKU00163,5,197785
ORD000112,SKU00186,2,246007
ORD000112,SKU00489,4,190215
ORD000113,SKU00180,4,306.79
ORD000113,SKU00151,1,80.73
ORD000114,SKU00124,1,53573
ORD000114,SKU00504,3,29802
ORD000114,SKU00110,2,101746
ORD000114,SKU00434,5,180921
ORD000114,SKU00169,5,156027
ORD000115,SKU00239,4,103118
ORD000115,SKU00034,5,125760
ORD000115,SKU00384,1,50333
ORD000115,SKU00180,2,165666
ORD000115,SKU00107,5,206296
ORD000116,SKU00273,2,113.09
ORD000117,SKU00026,1,453.44
ORD000117,SKU00074,2,298.81
ORD000117,SKU00462,1,334.31
ORD000117,SKU00476,4,222.59
ORD000118,SKU00204,4,196.23
ORD000118,SKU00214,4,128.31
ORD000118,SKU00190,2,28.1
ORD000119,SKU00286,4,196187
ORD000119,SKU00455,2,11048
ORD000120,SKU00267,3,40591
ORD000120,SKU00063,5,11529
ORD000120,SKU00161,5,115533
ORD000121,SKU00474,4,169.23
ORD000121,SKU00162,2,94.68
ORD000122,SKU00357,3,50020
ORD000122,SKU00049,5,268180
ORD000123,SKU00340,5,74914
ORD000123,SKU00176,3,212079
ORD000123,SKU00465,3,46758
ORD000123,SKU00171,2,64103
ORD000124,SKU00464,1,221486
ORD000125,SKU00373,1,223360
ORD000125,SKU00423,5,46542
ORD000125,SKU00023,1,42708
ORD000125,SKU00174,1,198914
ORD000126,SKU00307,3,126.05
ORD000126,SKU00244,3,347.72
ORD000126,SKU00034,5,232.89
ORD000127,SKU00254,2,207441
ORD000127,SKU00212,1,193179
ORD000128,SKU00353,5,60031
ORD000128,SKU00061,2,116737
ORD000128,SKU00117,3,42363
ORD000129,SKU00517,2,60.51
ORD000129,SKU00292,2,51.71
ORD000129,SKU00214,2,128.31
ORD000129,SKU00199,3,416.69
ORD000130,SKU00028,3,205.96
ORD000130,SKU00356,3,442.22
ORD000130,SKU00237,1,183.55
ORD000130,SKU00126,2,482.1
ORD000130,SKU00130,5,354.38
ORD000131,SKU00138,4,44820
ORD000131,SKU00058,4,249512
ORD000131,SKU00121,2,57240
ORD000131,SKU00147,1,11431
ORD000131,SKU00249,4,138639
ORD000132,SKU00394,2,303.16
ORD000133,SKU00101,4,266878
ORD000133,SKU00136,4,81988
ORD000133,SKU00186,1,246007
ORD000134,SKU00434,4,180921
ORD000134,SKU00281,3,14126
ORD000135,SKU00106,1,33480
ORD000135,SKU00146,4,211577
ORD000135,SKU00027,2,126392
ORD000135,SKU00436,1,72711
ORD000136,SKU00141,2,80951
ORD000136,SKU00277,2,126532
ORD000136,SKU00063,1,11529
ORD000137,SKU00326,1,159904
ORD000138,SKU00244,4,347.72
ORD000138,SKU00051,4,242.57
ORD000138,SKU00530,5,258.93
ORD000139,SKU00258,1,201.64
ORD000139,SKU00135,5,28.79
ORD000139,SKU00158,5,270.6
ORD000140,SKU00185,1,471.07
ORD000140,SKU00008,4,488.79
ORD000140,SKU00310,4,473.14
ORD000140,SKU00495,4,318.49
ORD000140,SKU00505,5,488.86
ORD000141,SKU00098,2,161292
ORD000141,SKU00367,3,143931
ORD000141,SKU00059,4,114912
ORD000142,SKU00342,2,467.98
ORD000142,SKU00516,5,221.99
ORD000142,SKU00368,2,355.58
ORD000142,SKU00540,3,463.66
ORD000142,SKU00544,4,98.06
ORD000143,SKU00273,3,113.09
ORD000143,SKU00408,3,205.79
ORD000143,SKU00494,2,122.23
ORD000143,SKU00129,3,472.47
ORD000143,SKU00173,3,236.88
ORD000144,SKU00359,1,278.31
ORD000144,SKU00009,5,40.65
ORD000145,SKU00458,2,459.87
ORD000145,SKU00177,5,466.74
ORD000145,SKU00422,3,418.67
ORD000146,SKU00281,3,26.16
ORD000146,SKU00090,5,286.85
ORD000147,SKU00175,4,181877
ORD000147,SKU00455,4,11048
ORD000147,SKU00041,1,90590
ORD000147,SKU00138,3,44820
ORD000148,SKU00489,3,352.25
ORD000149,SKU00087,5,355.97
ORD000150,SKU00165,4,262.56
ORD000150,SKU00306,1,223.91
ORD000151,SKU00022,4,52.57
ORD000151,SKU00542,1,55.26
ORD000151,SKU00148,3,356.82
ORD000151,SKU00473,4,66.82
ORD000152,SKU00447,2,196.76
ORD000152,SKU00133,5,46.9
ORD000152,SKU00401,3,36.15
ORD000152,SKU00289,1,353.66
ORD000153,SKU00434,4,335.04
ORD000153,SKU00093,2,141.52
ORD000153,SKU00456,2,216.72
ORD000154,SKU00013,5,161055
ORD000155,SKU00102,3,54.38
ORD000155,SKU00399,3,75.65
ORD000156,SKU00398,4,121662
ORD000156,SKU00536,1,51872
ORD000156,SKU00371,4,176617
ORD000156,SKU00489,2,190215
ORD000157,SKU00072,1,62240
ORD000157,SKU00485,5,4330
ORD000157,SKU00336,5,54394
ORD000157,SKU00349,4,231989
ORD000158,SKU00307,1,126.05
ORD000158,SKU00188,2,121.32
ORD000159,SKU00509,2,144126
ORD000160,SKU00399,3,75.65
ORD000160,SKU00262,3,239.71
ORD000160,SKU00460,5,70.11
ORD000160,SKU00012,3,290.23
ORD000160,SKU00170,2,111.69
ORD000161,SKU00178,3,119653
ORD000161,SKU00203,1,250128
ORD000161,SKU00529,1,116872
ORD000161,SKU00445,1,175122
ORD000162,SKU00275,3,205167
ORD000162,SKU00179,2,40656
ORD000162,SKU00094,3,78904
ORD000162,SKU00401,5,19521
ORD000163,SKU00080,4,166843
ORD000163,SKU00269,4,155784
ORD000163,SKU00438,1,265788
ORD000163,SKU00052,3,3018
ORD000163,SKU00313,2,60895
ORD000164,SKU00406,4,70837
ORD000165,SKU00425,4,108739
ORD000165,SKU00479,2,83845
ORD000165,SKU00135,4,15546
ORD000166,SKU00035,2,188595
ORD000166,SKU00062,5,71377
ORD000166,SKU00153,1,119820
ORD000166,SKU00464,1,221486
ORD000166,SKU00487,5,91713
ORD000167,SKU00298,2,82344
ORD000168,SKU00455,4,20.46
ORD000168,SKU00274,5,297.75
ORD000169,SKU00023,4,42708
ORD000169,SKU00415,1,269260
ORD000170,SKU00288,4,14358
ORD000170,SKU00084,5,82501
ORD000170,SKU00017,5,130242
ORD000170,SKU00525,4,144331
ORD000171,SKU00483,3,89.51
ORD000171,SKU00211,2,195.71
ORD000171,SKU00425,5,201.37
ORD000171,SKU00210,5,301.4
ORD000172,SKU00310,5,255495
ORD000173,SKU00433,4,90876
ORD000173,SKU00080,4,166843
ORD000173,SKU00412,2,67527
ORD000173,SKU00454,2,46002
ORD000173,SKU00031,1,64535
ORD000174,SKU00197,5,331.97
ORD000174,SKU00182,5,128.32
ORD000174,SKU00522,2,23.14
ORD000174,SKU00083,4,330.44
ORD000175,SKU00475,4,466.28
ORD000175,SKU00093,1,141.52
ORD000176,SKU00299,2,30493
ORD000176,SKU00162,1,51127
ORD000176,SKU00031,2,64535
ORD000176,SKU00212,3,193179
ORD000176,SKU00549,3,160099
ORD000177,SKU00429,4,98544
ORD000177,SKU00461,5,107854
ORD000177,SKU00028,2,111218
ORD000178,SKU00377,3,312.48
ORD000179,SKU00056,1,135388
ORD000179,SKU00151,4,43594
ORD000180,SKU00386,3,352.24
ORD000180,SKU00278,5,324.65
ORD000180,SKU00228,5,301.14
ORD000180,SKU00117,1,78.45
ORD000181,SKU00096,1,13.5
ORD000181,SKU00337,1,98.33
ORD000181,SKU00002,4,36.31
ORD000181,SKU00205,1,270.73
ORD000181,SKU00460,5,70.11
ORD000182,SKU00032,5,70.27
ORD000182,SKU00526,1,46.16
ORD000183,SKU00170,5,111.69
ORD000183,SKU00425,3,201.37
ORD000183,SKU00179,1,75.29
ORD000183,SKU00304,1,26.08
ORD000183,SKU00307,4,126.05
ORD000184,SKU00283,5,313.63
ORD000184,SKU00091,1,377.73
ORD000184,SKU00078,4,216.15
ORD000184,SKU00430,5,386.24
ORD000185,SKU00484,4,269.52
ORD000185,SKU00416,2,389.32
ORD000186,SKU00123,2,432.84
ORD000186,SKU00468,3,307.58
ORD000186,SKU00059,3,212.8
ORD000186,SKU00180,3,306.79
ORD000186,SKU00432,2,438.09
ORD000187,SKU00535,1,223813
ORD000187,SKU00497,2,209163
ORD000187,SKU00007,1,101142
ORD000188,SKU00383,4,96238
ORD000188,SKU00221,5,265329
ORD000189,SKU00255,5,21778
ORD000189,SKU00010,3,90892
ORD000189,SKU00188,5,65512
ORD000190,SKU00001,4,178275
ORD000190,SKU00136,3,81988
ORD000190,SKU00301,2,151389
ORD000190,SKU00249,3,138639
ORD000191,SKU00082,1,249312
ORD000191,SKU00546,2,26119
ORD000191,SKU00451,4,137057
ORD000191,SKU00377,3,168739
ORD000191,SKU00286,5,196187
ORD000192,SKU00255,4,21778
ORD000192,SKU00531,4,219769
ORD000192,SKU00379,2,33917
ORD000192,SKU00284,2,175456
ORD000193,SKU00542,3,29840
ORD000193,SKU00418,5,5340
ORD000193,SKU00291,3,49955
ORD000193,SKU00076,5,32135
ORD000193,SKU00133,4,25326
ORD000194,SKU00538,5,225.36
ORD000194,SKU00397,5,443.86
ORD000194,SKU00189,2,139.07
ORD000194,SKU00170,1,111.69
ORD000194,SKU00421,4,482.6
ORD000195,SKU00194,4,80929
ORD000195,SKU00354,5,111628
ORD000196,SKU00329,4,59.89
ORD000196,SKU00489,5,352.25
ORD000197,SKU00445,1,324.3
ORD000197,SKU00013,2,298.25
ORD000197,SKU00309,3,320.71
ORD000198,SKU00336,2,100.73
ORD000199,SKU00130,1,354.38
ORD000199,SKU00413,1,261.9
ORD000200,SKU00069,2,120679
ORD000200,SKU00313,1,60895
ORD000201,SKU00529,3,216.43
ORD000201,SKU00508,2,171.31
ORD000202,SKU00393,2,94500
ORD000202,SKU00305,3,50187
ORD000202,SKU00164,1,55884
ORD000203,SKU00345,1,34.52
ORD000203,SKU00238,5,79.08
ORD000204,SKU00411,5,32783
ORD000204,SKU00129,2,255133
ORD000204,SKU00035,1,188595
ORD000204,SKU00379,1,33917
ORD000204,SKU00412,4,67527
ORD000205,SKU00419,4,179890
ORD000205,SKU00103,2,30396
ORD000205,SKU00539,3,111915
ORD000205,SKU00441,1,15330
ORD000205,SKU00342,3,252709
ORD000206,SKU00075,4,50614
ORD000206,SKU00199,5,225012
ORD000207,SKU00202,3,113340
ORD000207,SKU00174,1,198914
ORD000207,SKU00076,2,32135
ORD000207,SKU00509,4,144126
ORD000208,SKU00073,2,15940
ORD000208,SKU00204,4,105964
ORD000208,SKU00529,1,116872
ORD000208,SKU00496,2,134919
ORD000208,SKU00199,3,225012
ORD000209,SKU00001,4,178275
ORD000209,SKU00278,1,175311
ORD000209,SKU00506,4,133477
ORD000210,SKU00006,4,253103
ORD000211,SKU00035,2,349.25
ORD000211,SKU00366,2,233.24
ORD000211,SKU00092,5,417.72
ORD000211,SKU00495,5,318.49
ORD000212,SKU00076,5,32135
ORD000213,SKU00329,4,59.89
ORD000214,SKU00120,1,31201
ORD000214,SKU00408,4,111126
ORD000215,SKU00319,3,27.51
ORD000216,SKU00084,2,152.78
ORD000216,SKU00025,5,377.19
ORD000217,SKU00381,5,291.88
ORD000217,SKU00409,5,477.04
ORD000217,SKU00286,1,363.31
ORD000217,SKU00022,2,52.57
ORD000217,SKU00456,4,216.72
ORD000218,SKU00448,2,151842
ORD000218,SKU00212,3,193179
ORD000218,SKU00209,4,50781
ORD000219,SKU00270,5,43038
ORD000219,SKU00022,1,28387
ORD000219,SKU00516,4,119874
ORD000220,SKU00173,1,127915
ORD000221,SKU00081,2,166212
ORD000221,SKU00095,2,237141
ORD000222,SKU00347,2,46542
ORD000222,SKU00049,2,268180
ORD000222,SKU00352,1,182638
ORD000222,SKU00167,1,5189
ORD000222,SKU00409,5,257601
ORD000223,SKU00322,2,144.3
ORD000224,SKU00286,1,196187
ORD000224,SKU00304,5,14083
ORD000224,SKU00492,2,255700
ORD000225,SKU00076,4,32135
ORD000225,SKU00348,4,204854
ORD000225,SKU00250,4,5837
ORD000225,SKU00279,4,223668
ORD000226,SKU00373,2,223360
ORD000227,SKU00133,3,25326
ORD000228,SKU00339,1,90012
ORD000229,SKU00380,1,96881
ORD000230,SKU00124,1,53573
ORD000231,SKU00030,3,216.05
ORD000231,SKU00147,2,21.17
ORD000232,SKU00479,1,83845
ORD000232,SKU00376,5,68817
ORD000232,SKU00237,2,99117
ORD000233,SKU00137,4,53616
ORD000234,SKU00141,3,80951
ORD000234,SKU00045,3,35056
ORD000234,SKU00327,2,156497
ORD000234,SKU00293,5,211755
ORD000234,SKU00289,1,190976
ORD000235,SKU00359,3,150287
ORD000235,SKU00543,3,97923
ORD000235,SKU00217,3,37449
ORD000236,SKU00127,5,262207
ORD000236,SKU00506,4,133477
ORD000237,SKU00106,5,62.0
ORD000237,SKU00431,4,280.36
ORD000237,SKU00143,1,14.26
ORD000237,SKU00318,4,13.47
ORD000238,SKU00017,1,130242
ORD000238,SKU00135,3,15546
ORD000238,SKU00202,5,113340
ORD000238,SKU00362,3,56462
ORD000239,SKU00236,1,94.99
ORD000239,SKU00093,3,141.52
ORD000239,SKU00434,4,335.04
ORD000239,SKU00509,1,266.9
ORD000240,SKU00262,1,239.71
ORD000240,SKU00310,2,473.14
ORD000241,SKU00385,3,267505
ORD000242,SKU00056,5,135388
ORD000242,SKU00327,5,156497
ORD000242,SKU00472,5,253681
ORD000242,SKU00127,4,262207
ORD000242,SKU00082,4,249312
ORD000243,SKU00398,2,121662
ORD000243,SKU00127,3,262207
ORD000243,SKU00241,5,160704
ORD000244,SKU00008,2,263946
ORD000244,SKU00384,4,50333
ORD000244,SKU00480,4,185727
ORD000244,SKU00051,1,130987
ORD000244,SKU00191,5,125242
ORD000245,SKU00027,4,234.06
ORD000245,SKU00369,4,206.0
ORD000246,SKU00137,5,53616
ORD000246,SKU00216,4,215049
ORD000247,SKU00246,4,150.74
ORD000247,SKU00168,4,71.55
ORD000247,SKU00405,5,156.96
ORD000248,SKU00164,5,55884
ORD000248,SKU00230,3,188325
ORD000249,SKU00097,5,77.32
ORD000249,SKU00258,2,201.64
ORD000249,SKU00001,2,330.14
ORD000249,SKU00067,2,487.65
ORD000249,SKU00434,5,335.04
ORD000250,SKU00538,3,225.36
ORD000250,SKU00153,1,221.89
ORD000250,SKU00010,3,168.32
ORD000250,SKU00495,3,318.49
ORD000250,SKU00340,3,138.73
ORD000251,SKU00072,1,62240
ORD000251,SKU00207,1,170812
ORD000251,SKU00227,4,215989
ORD000251,SKU00128,3,249339
ORD000252,SKU00505,4,488.86
ORD000252,SKU00461,4,199.73
ORD000253,SKU00412,4,125.05
ORD000253,SKU00306,1,223.91
ORD000253,SKU00490,2,6.65
ORD000253,SKU00029,5,111.73
ORD000254,SKU00321,3,215427
ORD000254,SKU00174,1,198914
ORD000254,SKU00516,1,119874
ORD000254,SKU00312,4,161956
ORD000254,SKU00139,3,11653
ORD000255,SKU00485,4,8.02
ORD000255,SKU00376,4,127.44
ORD000255,SKU00519,4,352.65
ORD000255,SKU00172,2,102.65
ORD000256,SKU00041,2,167.76
ORD000257,SKU00422,5,226081
ORD000257,SKU00073,4,15940
ORD000257,SKU00290,3,19872
ORD000258,SKU00223,5,336.46
ORD000258,SKU00497,5,387.34
ORD000258,SKU00285,4,53.06
ORD000258,SKU00080,1,308.97
ORD000258,SKU00264,5,285.78
ORD000259,SKU00213,2,255873
ORD000259,SKU00147,2,11431
ORD000259,SKU00427,2,7533
ORD000259,SKU00447,2,106250
ORD000259,SKU00304,5,14083
ORD000260,SKU00338,5,6.91
ORD000261,SKU00187,4,408.95
ORD000262,SKU00308,4,141906
ORD000262,SKU00177,4,252039
ORD000262,SKU00166,5,169392
ORD000262,SKU00350,4,228258
ORD000263,SKU00539,5,207.25
ORD000263,SKU00495,3,318.49
ORD000263,SKU00060,1,195.9
ORD000263,SKU00338,4,6.91
ORD000264,SKU00379,3,33917
ORD000264,SKU00411,4,32783
ORD000264,SKU00314,1,32583
ORD000264,SKU00479,3,83845
ORD000264,SKU00550,5,266506
ORD000265,SKU00248,5,84153
ORD000265,SKU00004,4,99338
ORD000266,SKU00145,2,254.7
ORD000266,SKU00428,1,138.93
ORD000266,SKU00086,1,373.94
